item_id,description,imageURLHighRes
B004P1IQ2E,"[CLS] W3411 Features: -Assault striker with simple target. -Conquer individual challenges, play one-on one or create ultimate team battles. -Customizable with built-in weapon features and separate attachments. -Activate shield to take less damage from enemies. -Unlimited ammo. -Interactive lights and sounds that put you on the battlefield. Dimensions: Overall Height - Top to Bottom: -3. Overall Width - Side to Side: -9.5. Overall Depth - Front to Back: -24. Overall Product Weight: -2.4 lbs. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41gjbBHU4cL.jpg
B000IGA44I,[CLS] Pet Qwerks Doggy Incredibubbles with Peanut Butter Flavor [SEP],https://images-na.ssl-images-amazon.com/images/I/51UkU-UDh7L.jpg
B0054YBXEO,[CLS]  [SEP],https://images-na.ssl-images-amazon.com/images/I/31ukBhahXwL.jpg
B000K6MT08,"[CLS] Curious kids love sizing things up! How tall is my bike? How long is Buffy's tail? With our easy-to-use tape measure, kids can size up everything in sight. Great for building math and measuring skills. Reads in both inches and centimeters (up to 63 or 160 cm.). Easy to pull and rewind, with a handy carry handle. 6H x 5W. For ages 3 and up. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51QeCG8rQJL.jpg
B0042ESFQQ,"[CLS] Ken has a date with Barbie but also has a five o'clock shadow. Girls can help Ken out by shaving away his facial hair so he will be looking his best for his date with Barbie. Just dip the sponge-tipped razor in warm water and shave Ken doll's beard and dip the towel in cold water to wipe his face and make his facial hair grow back. The toy includes a Ken doll with color-change beard, shaving accessories and a towel.Product Dimensions: 7 (L) x 2.38 (W) x 12.75 (H). Age 3+ [SEP]",https://images-na.ssl-images-amazon.com/images/I/412eHQpLliL.jpg
B000GY3LCO,"[CLS] 11 pieces per TOOB. Contents Cannot Be Purchased Individually. Discover a beautiful world of creatures that crawl, fly, hop, and slither with our Rainforest Toob! This Toob contains a red and blue macaw, red eye tree frog, poison dart frog, caiman, emerald tree boa, toco toucan, iguana, anteater, spider monkey, tapir, and a jaguar. Characteristics: Lounge around in the trees with the marigold jaguar, crack some tough nuts with the toucan, or cool off in the river with some caiman. No matter, what you decide to do, these rainforest themed figurines are alive with color and character, and were individually hand painted with true to life detail. Size and Color: About the size of a standard American ruler, this Toob is 1.5 inches long, 1.5 inches wide, and 12.8 inches tall and contains figurines of 11 picturesque species native to rainforests that range from 1.25 to 3.75 inches tall. Make sure to be careful around the poison dart frog, its crimson red and jet black coloration is a warning sign to predators that it wouldnt be a very tasty treat! Want to hear a jaw dropping fact? Up to 75% of all living things are indigenous to rainforests, including millions of species of plants, insects, and microorganisms. Rainforests are one of the busiest and most bustling ecosystems on planet Earth, and weve captured the spirit of them in this fantastic Toob. This Toob brings some of the most iconic animals found in these amazing regions right to the palm of your hand! Recommended Age: 3+. Size: 1.56 L x 1.56 W 12.87 H x ( 4 cm x 4 cm x 33 cm ) Warning: Choking Hazard - small Parts - Not for children under 3 years of age. All Products Meet and Exceed All Worldwide Standards. Artfully Crafted and Handpainted [SEP]",https://images-na.ssl-images-amazon.com/images/I/31DoyRF569L.jpg
B001O2QWB4,"[CLS] Item size in cm (L x W x H): 5,5 x 1,9 x 4,0<br>With coats of gray, white, red, brown or black, these canines are well-suited for any terrain. Wolves are carnivorous canines that vary in size depending on their habitat. They travel in packs led by the Alpha pair. They hunt in packs too; this way they can take down bigger prey. A prey that stands its ground has a better chance for survival since wolves can chase their prey, reaching speeds of forty miles per hour with the help of their specialized paws and body structure. By marking their hunting territory, wolves are one step closer to ensuring their survival and their need for almost two tons of meat per year. To combat the elements, wolves have thick fur made up of two layers. The top layer contains guard hairs which repel dirt and water while the bottom layer insulates their body. Fun Facts: A wolf's tail constitutes one quarter of its body length. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31Cif3KnKxL.jpg
B0001MB7UO,[CLS] Creativity For Kids It's My Life Scrapbook Kit [SEP],https://images-na.ssl-images-amazon.com/images/I/61EdR3yn%2BhL.jpg
B000Q782DY,"[CLS] KEM brand playing cards are the finest playing cards in the world. Preferred by industry professionals, KEM cards are made of a unique blend of paper and plastic that provides superior flexibility and strength for long-lasting use. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51zhYvl2AuL.jpg
B00004T1BV,"[CLS] Build a bridge, make a tunnel or stack them to make an elaborate elevated railway system. The more you add, the more adventure awaits. Stack them as high as you want, each section fits snugly on top of another. The special track sections incorporated into the Supports fit with all Brio tracks. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51UQ43zzA-L.jpg
B004UUKMUE,[CLS] Internet access is required to activate online software Includes 6 barrette clips and 16 printable hair extensions Peoples Play Awards Nominee Battery Required: No | Batteries Included: No Assembly Required: No Warranty: Yes Age Grade: 6 & up Country of Origin: Imported [SEP],https://images-na.ssl-images-amazon.com/images/I/31HB2W1abTL.jpg
B00062RTL0,"[CLS] This basic starter set introduces you to the wet, wonderful, amazing Sea-Monkey world! Set includes 3 pouches; water purifier, instant live eggs, growth food, magnifier, feeding spoon and illustrated instructions. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51Qgxl9LCUL.jpg
B000WKV1RY,"[CLS] RPM rear shock towers for the electric versions of the Stampede, Rustler & Bandit as well as the Slash were designed with one thing in mind  rugged durability. Once again, we've exceeded our own expectations with this shock tower. While we've maintained all stock geometry on these shock towers, we've beefed them up in all the right places to eliminate annoying rear shock tower breakage. Our version of this shock tower uses an I-Beam construction that improves durability and rigidity as well. At the base of the shock tower, we've improved the screws' head clearance of the bulkhead mounting screws to eliminate the bind normally associated with the stock rear shock tower. All these design elements combine to create the ultimate lightweight, bulletproof rear shock tower for the electric versions of the Rustler & Stampede. RPM rear shock towers for the Traxxas Slash, Electric Stampede, Electric Rustler & Bandit are molded in black and are backed by our famous breakage warranty. These towers are direct replacement parts for ease of installation. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31ZK27tXjuL.jpg
B001LFCIKS,[CLS]  [SEP],https://images-na.ssl-images-amazon.com/images/I/51HSsY1a80L.jpg
B001E09Y4I,[CLS] - UPS Delivery Truck Die Cast 1:55 Scale. - Made of Hard Die-Cast Metal.Scale 1:55 (which measures approx. 3 long)- Replica P-600 Truck [SEP],https://images-na.ssl-images-amazon.com/images/I/318g9gN%2BUnL.jpg
B002BFDMW0,"[CLS] Down on the farm, the chickens are as happy as can be on their perch. But when one stirs, everything starts to wobble! Get the chickens, wagon wheels and hay bales off the rocking perch without making it topple. The pieces in this counting game have different weights and point values. The player with the highest score wins the game. A game of balance, counting and laughs where the roost goes Chickyboom! This all wooden game is for 2 to 4 players, ages 4 and up. Includes 6 chickens, 7 hay bales, 7 wagon wheels, a barn, and a perch. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41eV9K84IiL.jpg
B002MY9B4I,"[CLS] EuroGraphics Minerals of the World 1000-Piece Puzzle. Box size: 10 x 14 x 2.37. Finished Size: 19.25 x 26.5. Of the approximate 4,000 minerals, each with their own characteristic chemical composition, highly ordered atomic structure, and specific physical properties, 40 of the most well known are illustrated. These include gold, diamond, sulphur, copper and quartz. Strong high-quality puzzle pieces. Made from recycled board and printed with vegetable based ink. This superior quality puzzle will delight and educate all at the same time. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61A0bbOpQ2L.jpg
B001SCA71G,"[CLS] Students will explore the life cycle of a chick in a visual and hands-on way. 21 eggs crack open to reveal realistic illustrations. Includes 21 two-piece eggs, 3-D chick, storage tray, and activity guide. [SEP]",https://images-na.ssl-images-amazon.com/images/I/412akiLDzYL.jpg
B0051NYUEI,"[CLS] Scientific Explorer Crime Catchers Spy Science Kit is a safe and fun educational science kit that will have you following clues and gathering evidence by matching fingerprints, testing powders and liquids and decoding secret messages like a crime scene investigator. Follow the instruction booklet to solve the 2 exciting mysteries with 8 different activities and learn some really cool science about how real crime labs work. Compare evidence, ask questions and make observations using different senses. Let's solve some mysteries! Includes 2-baking soda (0.25oz.), citric acid (0.25oz.), 2-flour (0.25oz.), 12 suspect cards, 6 ph strips, 3 coffee strip filters, 3 cups, 2 markers, 2 plastic bags, decoder glasses, graduated cylinder with cap, painting, rubber band, shoe print, test tube with cap and activity guide. Recommended for children 8 years of age and older. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61rhpYedLFL.jpg
B003AQBWK8,[CLS] Durable Product [SEP],https://images-na.ssl-images-amazon.com/images/I/516BXEpe3GL.jpg
B0015Y5HYY,"[CLS] 1996 Hess Emergency Truck. This Fire Ladder truck has an emergency siren, horn, back up alert, search light, real head and tail lights, pulsating lights, emergency flashers, and runs on 2 AA batteries. [SEP]",https://images-na.ssl-images-amazon.com/images/I/412bZHfBTRL.jpg
B0015466IK,"[CLS] Kids will 'dig' building castles and hunting for buried treasure with the environmentally friendly Sand Play Set from Green Toys. Made of recycled plastic, this classic 4-piece collection of tools consists of a bucket, sand castle mold, shovel and rake. Made in the U.S.A from recycled plastic milk containers, which helps save energy, reduces landfill waste, and lowers greenhouse gas emissions, all in the name of Good Green Fun. For ages 3 and up. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61gMnAhH2ZL.jpg
B004BN5RYG,[CLS] Vallejo Polyurethane - Primer Grey 200ml - VAL74601 by VALLEJO [SEP],https://images-na.ssl-images-amazon.com/images/I/31KkXrbU2WL.jpg
B000YOZMYG,[CLS] Happy Holidays Barbie Doll - Special Edition 10th Anniversary Hallmark 5th in Series (1997) [SEP],https://images-na.ssl-images-amazon.com/images/I/51Gr3444ptL.jpg
B0036FTM14,"[CLS] Your kids will want to just keep swimming with the Disney Swimming Nemo motorized pool toy from SwimWays! The battery-powered real life swimming action of these toys is great for everyday play at the pool, encouraging young swimmers during swim training practice, and as a fun interactive decoration that will keep everyone giggling at your next kid's pool party. Sold individually. Colors and styles may vary. Requires 2 x AAA batteries (not included). For children age 5 and older. To operate: 1. Install batteries according to directions on the package. 2. Activate the pool toy by pressing the button. 3. Submerge in water and allow the body to fill with water. Once filled, the product will balance itself and start swimming. 4. Enjoy all the smiles! [SEP]",https://images-na.ssl-images-amazon.com/images/I/51a4rnJKIZL.jpg
B004PBN9BC,"[CLS] Visit a farm, a prehistoric landscape, a desert oasis, a jungle, or the deep blue sea, all in this interactive sticker book! The glossy, full-color backgrounds are ready to be filled with over 150 stickers: Stick a dinosaur by the prehistoric pond and a shark in the ocean--or mix them up and make silly scenes! The easy-to-peel vinyl stickers can be lifted off and repositioned again and again, so kids can follow their imaginations fearlessly. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51Cb9YFk-qL.jpg
B00272N8DU,[CLS] It's fun to bring prehistoric scenes to life with these eight detailed dino stamps and two-color inkpad--then color them in with the five colored pencils. This well-crafted set is conveniently contained in a sturdy wooden box for storage. A tremendous value! [SEP],https://images-na.ssl-images-amazon.com/images/I/41X2BKwitTL.jpg
B001TJ8ITQ,[CLS]  [SEP],https://images-na.ssl-images-amazon.com/images/I/51vLK-U8K7L.jpg
B0015SXN9Q,"[CLS] American Hometex Fireman Nap-N-Go. Perfect for every child! 100% Cotton front and back, Microfiber fill. Every future fireman needs one! [SEP]",https://images-na.ssl-images-amazon.com/images/I/41C%2BO-EHPHL.jpg
B003OFMCIQ,"[CLS] Con-grad-ulations for using your brain cells! Includes suction cup. Perfect teaching tool for parents, educators, health, medical and science professionals! Great gift for teachers, doctors, collectors, kids of all ages, and anyone with a healthy sense of humor! [SEP]",https://images-na.ssl-images-amazon.com/images/I/31Qk%2Bk-Z9tL.jpg
B0057UCWQI,"[CLS] Reverse Charades is a hilarious twist on the normal Charades game you love. With Reverse Charades: Junior Edition, your kids team will have 60 seconds to act out as many silly, goofy words as one guesser can guess. Its a fast-paced, fiercely-fun game that will give your kids a healthy dose of competition. This game will have your kids and their friends laughing until their bellies hurt. Its a great game for birthday parties, family reunions, playdates, and get-togethers. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41DSiAiDFvL.jpg
B0015IUACO,"[CLS] Translucent dice are in clear and bold colors, giving them a gemlike quality. They are an excellent addition to any dice collection. This set contains one d20, one d12, two d10 (00-90 and 0-9), one d8, one d6, and one d4. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41WLR4vQJYL.jpg
B000EHREQW,[CLS] Expand your LEGO town with this set of straight and crossroad plates. Includes one straight plate and one cross plate. [SEP],https://images-na.ssl-images-amazon.com/images/I/51Ml7j2SXgL.jpg
B0017RUGWM,[CLS] This Star Wars-themed game turns the classic Monopoly board into an exciting real-estate Clone War. [SEP],https://images-na.ssl-images-amazon.com/images/I/51G9od7sB4L.jpg
B005AW0RNS,"[CLS] Right Track Toys makes you the conductor as you expand your train collection easily and cost-effectively. These premium wood train tracks are ready for you and your family's railroad adventures. With Right Track Toys, there is no limit to what you can build. Hop on board and use Right Track Toys with all major brands such as Thomas &amp; Friends, Brio and more at only a fraction of the price. Don't spend extra on name brand train track collections, Right Track gives you more track for less money. This 100 Piece Set contains the following: 23 3.5 Straight Track, 23 3.5 Curved Track, 23 6 Straight Track, 23 6 Curved Track, 8 Curved Switch Track, Grab your railroad hat and gather your little conductors; your ticket is punched for hours of fun with Right Track Toys. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41t2S%2BzDvKL.jpg
B000E8QVJM,"[CLS] These black rider backs are not commonly sold in the united states, thus are rare and hard to find. These are the same as the well known and world famous blue and red rider back decks, only the color is different. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51H3NUkWljL.jpg
B001GFHHJK,"[CLS] Elegant enough to leave out when you are not playing or want to keep a game displayed for future reference, this chess set has frosted and clear chess pieces with a clear glass board. Bonus version with Checkers game. [SEP]",https://images-na.ssl-images-amazon.com/images/I/5111ZtzDTCL.jpg
B001Q8WA2Q,[CLS] Durable Product [SEP],https://images-na.ssl-images-amazon.com/images/I/41vLp%2Bb5i6L.jpg
B000HT1D14,"[CLS] They display a frill or a ruffle around their heads to frighten enemies. Their nickname is bicycle lizard because they pedal backwards on their hind legs when scared. They spend most of their life in the trees of Australia and New Guinea. They are carnivorous and eat bugs and small lizards. The Incredible Creatures Collection features Extra large, soft, playful, true-to-life vinyl replicas of some of the most amazing creatures in the world. Excellent learning tool to introduce young children to our delicate and often endangered inhabitants of our planet. A fun way to spark the innate curiosity of a child. Each replica is finely hand painted and accurate down to the last detail. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61pcZW7-bEL.jpg
B000ELQUZO,[CLS] The smiling faces of 24 children from countries all over the world are fun and sometimes challenging to match in this memory game. The back cover shows each child and identifies their home country. [SEP],https://images-na.ssl-images-amazon.com/images/I/71IcSOTzG6L.jpg
B001USDL02,[CLS] Year: 2009;Number of parts: 1085 [SEP],https://images-na.ssl-images-amazon.com/images/I/41qHW9Jo3%2BL.jpg
B000096QN1,"[CLS] You and your teammates have 45 seconds to solve 10 clues, and all the answers contain the buzz word. If your buzz word is ball, you might get the clue sticky one-cent wonder to help you guess gumball. This fast-paced, highly addictive game is great for the whole family. Set includes 200 cards with 400 clues, 10 scorecards, sand timer, scoreboard and marker. For 4 or more players. Ages 10 years and up. Made in USA. [SEP]",https://images-na.ssl-images-amazon.com/images/I/512YAKCfNHL.jpg
B004M17H6I,[CLS] Spy Gear Ninja Gear Night Goggles are vision-enhancing goggles that allows you to see in the dark. It uses lights and lenses to give you visibility in the darkest places. Move at night as the blue LED lights guide you. Flip out the sighting scope and 2X-magnifying lens for distant night sight. They even include an adjustable headstrap to provide your child with the utmost comfort. Gear up with these night goggles and become a real ninja. Note: These goggles are not infrared goggles. [SEP],https://images-na.ssl-images-amazon.com/images/I/416H%2BP68gGL.jpg
B00000IUKW,[CLS] Expand your BRIO system again and again... [SEP],https://images-na.ssl-images-amazon.com/images/I/41YF0AQO2sL.jpg
B004OSHXYK,"[CLS] From the ManufacturerFrom fashion to friend, Bizu is the exclusive bead activity that allows girls to create magically transforming accessories! Create 32 unique bracelets and refashion them into hot collectibles.Product DescriptionFrom fashion to friend, Bizu Deluxe Pack Glam is the exclusive bead activity that allows girls to create magically transforming accessories! Create 32 unique bracelets and refashion them into hot collectibles. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51FNYgT6c%2BL.jpg
B004Z0VVEK,"[CLS] Invite your child to experiment and discover all the joy of musical play! The B. Woofer guitar has to be the wackiest guitar out there. With so many amazing features your toddler will be making music all day long! Dont worry parents there is a volume button. Let your toddler get creative with all the different sounds the Woofer has to offer. You can even record your childs masterpieces! Who knowsit could be worth millions one day. The Woofers functions are so cool and different that each masterpiece they create will be different. Equipped with 3 play modes; acoustic, electric and dog hound your toddler can pick which mood theyre in! The Woofer guitar also comes with 20 sing-along favorites and 9 peppy puppy songs to keep those feet tapping! Thats not all! The Woofer also has 8 musical buttons and a strum guitar to play cord progressions or pre-recorded songs! Its jam packed with amazing features that it has been reported that often the parents find themselves playing once their little one is in bed! Thats ok its recommended for all ages! [SEP]",https://images-na.ssl-images-amazon.com/images/I/41Cp81fMtQL.jpg
B0020MLF4Q,"[CLS] ALEX Toys Artist Studio My Wall Easel lets you turn any wall into an artist's studio with this space-saving work area. Beautifully screen printed, the hanging easel 20in. Wide by 26in. High by 4.75in. Deep features a colorful geometric design and a black chalkboard. It also includes a paper roll (12in. by 100ft.), holder, safety cutter, and 4 colorful cups to hold paints or supplies. No assembly required. My Wall Easel is the perfect addition to any child's room or play area. Recommended for children 3 years of age and older. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51OuYNKVaCL.jpg
B001UGZ58A,"[CLS] Oh what fun it is for children to ride, hop and bounce on Gyffy the giraffe from Ledraplastic! and, how nice it is for parents to know that while their child is having fun playing with Gyffy he or she is also enhancing body coordination, balance and motor skills. Made in Italy of super-strong yet soft vinyl for long lasting use and durability, Gyffy arrives uninflated so that parents can adjust the level of inflation according to the size and age of the child (package also includes 1 valve and 1 plug). [SEP]",https://images-na.ssl-images-amazon.com/images/I/41hyXXiJEOL.jpg
B00080H3PW,"[CLS] This is a 1/18 scale model. 1936 Mercedes-Benz 500 K TYP Special Roadster in White - Premiere Edition:, , Premiere Edition Features:, , Diecast metal body with plastic parts , , Opening doors, hood, and trunk on most models , , Adjustable seat back on m [SEP]",https://images-na.ssl-images-amazon.com/images/I/41B1yQllDzL.jpg
B001356Q0O,[CLS] Fisher Price Loving Family Minivan [SEP],https://images-na.ssl-images-amazon.com/images/I/51u5FjjKlKL.jpg
B000YQG8LK,"[CLS] Simply follow the numbers. Royal & Langnickel has created a brilliant project for all ages. The painting by numbers kits are a terrific way to learn composition, plus a great stepping stone for painting on your own. Each project includes a pre-printed artist board, practice sheet, acrylic paints, paint brush and instructions. The small, 8-3/4-inch by 11-3/4-inch, format of the painting by numbersjunior small was selected to offer a project that could easily be tackled and finished in a short amount of time. Whether a rainy day project or a gift for a child, the painting by numbers kits provide pure entertainment. Conforms to ASTM D4236. Recommended for children ages 8 and up. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51Dy7PCVOfL.jpg
B001NW41XG,"[CLS] Mahjong is a game of skill, strategy, intelligence, calculation and luck originated in China.This mahjong set includes everything you need to get started. Mahjong tiles are made of ivory color fiberglass, engraved with Chinese characters and roman numbers in bright colors. It comes with a beautiful embroidered silk carrying case. Total 152 tiles including 4 blank Spares.A pair of dice.Tiles measure: W0.75 x H1 x D0.5An English playing instruction manual is included [SEP]",https://images-na.ssl-images-amazon.com/images/I/514li4h7ggL.jpg
B004UHY2TY,[CLS] Swimline 70200 Froglog Tm [SEP],https://images-na.ssl-images-amazon.com/images/I/51Z2iiSriHL.jpg
B003RBEHU8,[CLS] Create GIANT bubbles with the Gazillion Incredibubble GIANT wand and special solution! [SEP],https://images-na.ssl-images-amazon.com/images/I/315O7FjHCUL.jpg
B0009K3116,[CLS]  [SEP],https://images-na.ssl-images-amazon.com/images/I/51CBm80PmML.jpg
B001PJZIK2,"[CLS] Aurora Plush 12 Brown Bear Tubbie Wubbie Aurora World is a premier manufacturer of gift plush, stuffed animals and soft toys. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51s9NMxWnzL.jpg
B000T7N15U,[CLS] When you're looking for a brand that stands out from the rest look no further. With a passion for quality and creativity you can rest easy knowing the quality we manufacture. [SEP],https://images-na.ssl-images-amazon.com/images/I/512nWXJYfML.jpg
B000FBNSXU,[CLS] This precious unicorn comes with a bright and soft design. [SEP],https://images-na.ssl-images-amazon.com/images/I/31nSEn05FEL.jpg
B0046EEGOC,"[CLS] Funky Star Stickers. Give good school students a star for the day. Also a colorful way to decorate notebooks, scrapbooks and greeting cards, these 1 1/2 stellar stickers will brighten your day. Covered in zany designs and bright color, how could you not smile. (100 stickers per roll, shrink-wrapped) [SEP]",https://images-na.ssl-images-amazon.com/images/I/31lAkyFmEJL.jpg
B000FEBVF4,"[CLS] Families come in different shapes and sizes and so do Loving Family dolls! Mom and her toddler are dressed in cool fashions, with movable joints and realistic features for life-like play. Collect a family of your own, and make your house a home! [SEP]",https://images-na.ssl-images-amazon.com/images/I/71vmUdtr%2ByL.jpg
B0000E2DJD,[CLS] <b>Colors and decorations may vary from those shown</b> [SEP],https://images-na.ssl-images-amazon.com/images/I/51FscgBfWuL.jpg
B0013A4T1W,[CLS] 100 colorful 2.5' air filled soft flex balls. Ideal for all inflatable environments. Reusable mesh storage bag. [SEP],https://images-na.ssl-images-amazon.com/images/I/51pJbZAkPOL.jpg
B000062SQA,[CLS] Thomas And Friends Wooden Railway - Wacky Track (2 pieces) [SEP],https://images-na.ssl-images-amazon.com/images/I/31KKEWAVRZL.jpg
B000WUUN0A,"[CLS] The latest expansion of U.B. Funkeys introduces ten new Dream State figures to collect and connect. Each figure unlocks a new game in one of two new zones and opens up new and exciting items you can use to customize your crib. With the Starter Set, players can reach a whole new level that now includes chat Funkeys, so you can text your friends, or a multiplayer function, which allows you to play games against other players. With U.B. Funkeys, your world grows with your collection. Includes three U.B. Funkeys. No batteries required. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41%2BzsQfPrFL.jpg
B003MAJXJE,"[CLS] Z-Curve Bow. An action-packed toy for kids, it uses safe foam arrows that bounce off targets. This play archery set includes a fast-load bow; two super-soft long-range arrows that soar over 100 feet; a Zartz tip dart that sticks anywhere for accurate target practice and a zip clip holder. [SEP]",https://images-na.ssl-images-amazon.com/images/I/51G%2BhMZjE9L.jpg
B0002H4W0U,"[CLS] Breadboard with - 3,220 test points, 504 separate 5 point terminals, plus 14 horizontal bus lines. It has Binding Posts: Four coded black, red, yellow, and green. Board Dimensions: 8 1/4? wide, 9 1/2? long. Also includes the JW-350 jumper wire set - Which also contains 350 lengths of pre-stripped, pre-formed #22 solid wire in various colors. 14 different lengths of 25 pieces each. Contained in a large 14 compartment plastic case.<br /><br />Features include: <br /><br />Breadboard with: 3,220 test points, 504 separate 5 point terminals, plus 14 horizontal bus lines<br/>Binding posts: Four coded black, red, yellow, and green<br />Breadboard dimensions: 8 1/4? wide, 9 1/2? long<br />Includes the JW-350 jumper wire set , made in Taiwan<br />For 30 years Elenco has been using their strong engineering and design skills to develop reliable, affordable electronic test equipment, tools, and educational kits<ul><li>Product measures: 8.25 x 2 x 9.5 inches</li></ul><br /> [SEP]",https://images-na.ssl-images-amazon.com/images/I/61kJDPl7ICL.jpg
B000M6QDYO,"[CLS] Whether it be toast or sandwich, everything starts with sliced bread! Now your child can make all kinds of pretend meals and treats. Play food is great for cognitive development, and is sure to inspire a loaf of creativity! [SEP]",https://images-na.ssl-images-amazon.com/images/I/41zP4SuvRJL.jpg
B000KENYCC,[CLS] Have a ghoulish Halloween with the 10 Orange Big Jack Pumpkin Pail With Black Handle & Black Facial Features. [SEP],https://images-na.ssl-images-amazon.com/images/I/41DX2iJlFLL.jpg
B0021YYF0Y,"[CLS] Quality porcelain ceramic tea set in fabric lined basket. Beautiful and fun, whether you are hosting a tea party or just playing kitchen. Polka Dot design with lavender fabric lining. Set contains Teapot, Creamer, Sugar Bowl, 2 Cups, 2 Saucers, 2 Plates, 2 Forks & 2 Spoons. Basket measures 12 x 8 x 6 inches. [SEP]",https://images-na.ssl-images-amazon.com/images/I/41OtSyjjzpL.jpg
B00418KK98,[CLS] Lite Brite refill sheets printed on glossy black paper. These refills are for Lite Brites with a square (not rectangular) screen. MADE IN THE USA. <br /> <br /> <b>*** NOTE: These will NOT fit the new Magic Screen Lite Brite. ***</b> [SEP],https://images-na.ssl-images-amazon.com/images/I/41haAw6OCgL.jpg
1616615362,[CLS] <h2>Star Wars: X-Wing - Slave I</h2> [SEP],https://images-na.ssl-images-amazon.com/images/I/51iqKHymg3L.jpg
B003OA4O1Y,[CLS] Check out the latest Alien Collection with ultimate alien heroes and villains! Each articulated figure stands 4-inches tall and comes with a disc-shaped alien hero with the Disc Alien Ultimatrix (sold separately) and watch your favorite alien heroes appear! [SEP],https://images-na.ssl-images-amazon.com/images/I/41ipW-6z51L.jpg
B00021HB9K,[CLS] T-rex rules! Adventure and excitement follow this dramatic dino into any environment. The bold colors and roaring design combine with top-quality construction and attention to detail to make this plush T-rex lovable on a prehistoric scale! [SEP],https://images-na.ssl-images-amazon.com/images/I/41OwBoSN9QL.jpg
B000FGG9IG,[CLS] Colorful foam dot cubes introduce an inviting element to learning math and playing games [SEP],https://images-na.ssl-images-amazon.com/images/I/41CS2rIgGnL.jpg
B004E9TU5O,"[CLS] REVIEW: Serafina, a smart, fun, and funny Fijit Friend, is an interactive toy that'll become your child's new best friend. With supple skin that enables amazing movement, this sweet pink Fijit Friend has several interactive features, including voice recognition, beat detection, dance mode, and over 150 built-in responses. Recommended for ages six and up, Serafina will be a fast and lasting friend that chats, dances, jokes, and performs. [SEP]",https://images-na.ssl-images-amazon.com/images/I/31hY3RVwx6L.jpg
B00336EPTU,"[CLS] GUND is proud to present Tristen  a friendly green T-Rex that has the biggest smile this side of the Jurassic period! Corduroy fabric provides a unique texture, while blue spikes help him stand out. A hangtag provides interesting facts about dinosaurs for young learners. A perfect gift for dino lovers of all ages. As always, high-quality and huggable soft plush ensures that GUND products remain loyal pals for years to come. Surface-washable. Appropriate for ages one and up. About GUND: For more than 100 years, GUND has been a premier plush company recognized worldwide for quality innovative products. Building upon our award-winning and beloved plush designs, we continue to practice innovation by constantly developing new original and licensed designs to appeal to the next generation of customers. To that end, each one of our plush toys is constructed from premium materials for unparalleled softness and huggability. [SEP]",https://images-na.ssl-images-amazon.com/images/I/516v08VgqyL.jpg
B00017ILJ4,"[CLS] The Fisher-Price Power Wheels Lil Quad features sporty ATV styling, built-in footrests and a cute cargo rack on the back! Designed especially for toddlers, it has easy push-button operation on the handlebar for simple stop and go. And it rides low, so its easy for little ones to get on and off by themselves. Its as sturdy as it looksand just as much fun to drive! [SEP]",https://images-na.ssl-images-amazon.com/images/I/51MF5kFAM2L.jpg
B000062SPJ,"[CLS] Our modeling dough comes in four colorful tubs with molding lids and a patterned wheel press. The kit includes five easy-grip, wooden stamping cubes and three rolling pins with unique patterns! [SEP]",https://images-na.ssl-images-amazon.com/images/I/41UzIY6QKFL.jpg
B000F3V2MW,"[CLS] The Alex Toys My First Sewing Kit will introduce children to the creative world of sewing. It's a skill that lasts a lifetime and can be used to make adorable stuffed animals,notebook covers and more. All the materials you need come in the charming carrycase that closes securely and has a handle for sewing on-the-go. Includes 28 pre-cut polyester felt shapes, 8 colors of embroidery floss (26ft/8m each), polyester stuffing(0.4oz/11g), fabric cloth (65% polyester/35% cotton), polyester ric rac(24in/60cm), scissors, measuring tape, 40 straight pins, 2 needles, thimble, cotton/polyesterpin cushion, polyester ribbon (12in/30cm), 6 buttons, pom pom strip (12in/30cm)and easy instructions. Recommended for children 7 to 12 years of age. [SEP]",https://images-na.ssl-images-amazon.com/images/I/61Xyi-wkvhL.jpg
